family,glottocode
Salishan,stra1244
Timor-Alor-Pantar,stra1245
Salishan,stra1246
Indo-European,stre1234
Nuclear Trans New Guinea,suaa1241
Inanwatan,suab1238
Austronesian,suaf1237
NA,suar1238
Austronesian,suau1242
Austronesian,suau1243
Austronesian,suau1244
Atlantic-Congo,suba1238
Atlantic-Congo,suba1252
Austronesian,suba1253
Bookkeeping,suba1254
Sino-Tibetan,suba1255
Indo-European,subb1238
Indo-European,subc1234
Tupian,subg1264
Atlantic-Congo,subi1246
Bookkeeping,subi1247
Austronesian,subp1237
Otomanguean,subt1249
Otomanguean,subt1250
Quechuan,sucr1238
Afro-Asiatic,suda1235
Afro-Asiatic,suda1236
Afro-Asiatic,suda1237
Austronesian,sude1239
Indo-European,sudh1238
Indo-European,sudh1239
Indo-European,sudm1234
Indo-European,sudm1235
Indo-European,sudn1234
Indo-European,sudo1234
Indo-European,sudo1235
Indo-European,sudr1234
Indo-European,sudw1234
Nuclear Trans New Guinea,suen1241
Atlantic-Congo,suga1248
Nuclear Trans New Guinea,suga1249
Saharan,sugu1242
Austronesian,sugu1243
Austronesian,sugu1244
Atlantic-Congo,sugu1245
Austronesian,suha1237
Sino-Tibetan,suhu1238
Nilotic,suie1241
Nilotic,suie1242
Tai-Kadai,suii1243
Kol (Papua New Guinea),suii1244
Austronesian,suit1237
Austronesian,suka1243
Austronesian,suka1244
Austronesian,suka1245
NA,suki1244
Suki-Gogodala,suki1245
Dravidian,sukm1237
Atlantic-Congo,suku1258
Atlantic-Congo,suku1259
Atlantic-Congo,suku1261
Atlantic-Congo,suku1262
Austronesian,suku1263
Austronesian,suku1264
Afro-Asiatic,suku1272
Atlantic-Congo,suku1274
Atlantic-Congo,sukw1242
Austronesian,sula1245
Austronesian,sula1246
Austronesian,sula1247
Austronesian,sula1248
Indo-European,sulc1238
Indo-European,sule1239
Afro-Asiatic,sule1243
Mande,suli1238
NA,sulk1246
Austronesian,sulm1237
Austronesian,sulo1237
Sino-Tibetan,sulu1241
Austronesian,sulu1242
Atlantic-Congo,suma1264
Austronesian,suma1265
Austronesian,suma1266
Austronesian,suma1267
Timor-Alor-Pantar,suma1268
Sepik,suma1269
Nuclear Trans New Guinea,suma1270
Misumalpan,suma1272
Austronesian,suma1273
Sko,suma1274
Indo-European,suma1275
Atlantic-Congo,sumb1240
Austronesian,sumb1241
Austronesian,sumb1242
Austronesian,sumb1243
Austroasiatic,sume1240
NA,sume1241
Austronesian,sume1242
Sino-Tibetan,sumi1235
Afro-Asiatic,summ1239
Austronesian,sumo1242
Sino-Tibetan,sumt1234
Misumalpan,sumu1234
Sino-Tibetan,suna1241
Indo-European,sund1250
Austronesian,sund1251
Austronesian,sund1252
Austronesian,sund1253
Austroasiatic,sung1266
Austroasiatic,sung1267
Sino-Tibetan,sung1268
Tungusic,sung1269
Tamaic,sung1270
Bookkeeping,sung1271
Afro-Asiatic,sunn1238
Indo-European,suns1241
Sino-Tibetan,suns1242
Atlantic-Congo,sunu1238
Sino-Tibetan,sunw1242
Sino-Tibetan,suob1234
Mongolic,suon1238
Atlantic-Congo,suoo1238
Austroasiatic,suoy1242
Atlantic-Congo,supa1245
Austronesian,supa1246
Nuclear Torricelli,supa1247
Sino-Tibetan,suph1238
Atlantic-Congo,supy1237
Atlantic-Congo,supy1238
Salishan,suqu1238
Indo-European,sura1244
Austronesian,sura1245
Maban,surb1238
Indo-European,surc1239
Sino-Tibetan,sure1238
Indo-European,surg1246
Turkic,surg1247
Uralic,surg1248
Austroasiatic,suri1265
Surmic,suri1266
Surmic,suri1267
Surmic,suri1268
Austronesian,suri1270
Teberan,suri1271
Indo-European,suri1272
Austronesian,suri1273
Austronesian,suri1274
Indo-European,suri1275
Indo-European,surj1235
Indo-European,surk1238
Indo-European,surm1243
NA,surm1244
Atlantic-Congo,surr1238
Indo-European,surs1244
Indo-European,surs1245
Austronesian,surs1246
Indo-European,suru1257
Atlantic-Congo,suru1258
Austronesian,suru1259
Austronesian,suru1260
Tupian,suru1261
Tupian,suru1262
Arawan,suru1263
Uralic,sury1234
Afro-Asiatic,susi1238
Iroquoian,susq1241
Indo-European,suss1239
Mande,susu1249
Mande,susu1250
Angan,susu1251
Austronesian,suti1238
Austroasiatic,sutn1238
Indo-European,suts1235
Atlantic-Congo,suun1239
Indo-European,suva1238
Atlantic-Congo,suwa1240
Austronesian,suwa1241
Nuclear-Macro-Je,suya1243
Sino-Tibetan,suzh1234
Kartvelian,svan1243
Indo-European,svea1239
Indo-European,swab1242
Atlantic-Congo,swab1243
Atlantic-Congo,swag1238
Atlantic-Congo,swah1253
Atlantic-Congo,swah1254
Pidgin,swah1255
Atlantic-Congo,swak1238
Algic,swam1239
Indo-European,swat1242
Atlantic-Congo,swat1243
Sign Language,swed1236
Indo-European,swed1254
Mixed Language,swed1255
Pidgin,swed1256
Sign Language,swed1257
Atlantic-Congo,swet1238
Sign Language,swis1235
Sign Language,swis1240
Sign Language,swis1241
Indo-European,swis1247
Mande,syaa1239
Mande,syab1238
Sino-Tibetan,syan1241
Atlantic-Congo,syan1242
Pama-Nyungan,sydn1235
Pama-Nyungan,sydn1236
Bookkeeping,syen1235
Atlantic-Congo,syer1236
Uralic,sygv1234
Indo-European,sylh1242
Indo-European,syol1234
Indo-European,syri1241
Sino-Tibetan,syri1242
Turkic,syri1244
Sign Language,szeg1238
Uralic,szek1241
Tuu,taaa1242
Austronesian,taaa1243
Atlantic-Congo,taab1238
Austronesian,taai1237
Austronesian,taam1237
Mande,taan1239
Nakh-Daghestanian,taba1259
Austronesian,taba1261
Nuclear Trans New Guinea,taba1262
North Halmahera,taba1263
Mixe-Zoque,taba1264
Uto-Aztecan,taba1265
Mayan,taba1266
Cariban,taba1267
Otomanguean,taba1268
Unclassifiable,taba1269
Austronesian,taba1270
Tupian,taba1271
Otomanguean,tabe1238
Sino-Tibetan,tabl1242
Sentanic,tabl1243
Austronesian,tabo1240
NA,tabo1241
Turkic,tabr1242
Lower Sepik-Ramu,tabr1243
Sino-Tibetan,tabu1242
Austronesian,tabu1243
Pano-Tacanan,taca1255
Pano-Tacanan,taca1256
Otomanguean,taca1257
Bookkeeping,taca1258
Atlantic-Congo,tach1241
Atlantic-Congo,tach1242
Afro-Asiatic,tach1249
Afro-Asiatic,tach1250
Tupian,tacu1234
Songhay,tada1238
Afro-Asiatic,tadg1238
Central Sudanic,tadh1238
Afro-Asiatic,tadh1242
Atlantic-Congo,tado1245
Austronesian,tado1246
Austronesian,tado1247
Austronesian,tady1237
Austronesian,taee1237
Austronesian,taem1237
Bookkeeping,taen1234
Atlantic-Congo,tafi1243
Atlantic-Congo,tafi1244
Nuclear Trans New Guinea,tafo1238
Indo-European,tafr1239
Austroasiatic,tafw1239
Indo-European,taga1264
Indo-European,taga1265
Atlantic-Congo,taga1266
Austronesian,taga1267
Austronesian,taga1268
Austronesian,taga1269
Austronesian,taga1270
Austronesian,taga1271
Austronesian,taga1272
Austronesian,taga1273
Austronesian,taga1274
Afro-Asiatic,taga1278
Pama-Nyungan,taga1279
Austronesian,taga1280
Atlantic-Congo,tagb1255
Atlantic-Congo,tagb1256
Mande,tagb1257
Austronesian,tagb1258
Songhay,tagd1238
Athabaskan-Eyak-Tlingit,tagi1240
Sino-Tibetan,tagi1241
Rashad,tago1246
Eastern Trans-Fly,tago1247
Atlantic-Congo,tagw1240
Mande,taha1240
Afro-Asiatic,taha1241
Austronesian,tahi1242
Pidgin,tahi1243
Austronesian,tahi1244
Athabaskan-Eyak-Tlingit,tahl1238
Athabaskan-Eyak-Tlingit,tahl1239
Austronesian,tahu1239
NA,taia1239
Sino-Tibetan,taib1240
Austronesian,taib1241
Sino-Tibetan,taib1242
Tai-Kadai,taid1247
Tai-Kadai,taid1248
Tai-Kadai,taid1249
Tai-Kadai,taid1250
Tai-Kadai,taid1252
Uralic,taig1245
Sino-Tibetan,taig1246
Sino-Tibetan,taih1244
Bookkeeping,taih1245
Tai-Kadai,taih1246
Nuclear Trans New Guinea,taii1241
Atlantic-Congo,taik1252
Austronesian,taik1253
Border,taik1254
Border,taik1255
NA,taik1256
Austroasiatic,tail1246
Tai-Kadai,tail1247
Tai-Kadai,tail1248
Indo-European,taim1248
Indo-European,taim1249
Tai-Kadai,taim1250
Tai-Kadai,taim1251
Pidgin,taim1252
Tai-Kadai,taim1254
Sign Language,tain1241
Tai-Kadai,tain1252
Angan,tain1253
Arawakan,tain1254
Angan,tain1255
Austronesian,taio1240
Sign Language,taip1235
Sino-Tibetan,taip1248
Tai-Kadai,taip1249
Tai-Kadai,taip1250
Eleman,tair1256
Nuclear Trans New Guinea,tair1260
Unclassifiable,tait1247
Tai-Kadai,tait1248
Atlantic-Congo,tait1249
Atlantic-Congo,tait1250
Austronesian,taiv1237
Sign Language,taiw1241
Tai-Kadai,taiw1246
Tucanoan,taiw1247
Sino-Tibetan,taiy1241
Tai-Kadai,taiy1242
Sino-Tibetan,taiy1243
Sino-Tibetan,taiz1238
Afro-Asiatic,taiz1242
Afro-Asiatic,taiz1243
Austronesian,taje1237
Indo-European,taji1245
Austronesian,taji1246
Japonic,taji1247
Afro-Asiatic,taji1248
Indo-European,taji1250
Atlantic-Congo,taju1238
Atlantic-Congo,taka1239
Indo-European,taka1260
Sino-Tibetan,taka1261
Atlantic-Congo,taka1262
Atlantic-Congo,taka1263
Atlantic-Congo,taka1264
Kunama,taka1265
Austronesian,taka1266
Pano-Tacanan,taka1267
Pano-Tacanan,taka1268
Afro-Asiatic,taka1269
Tai-Kadai,takb1238
Indo-European,take1255
Japonic,take1256
NA,take1257
Austronesian,taki1248
Austronesian,taki1249
Austronesian,taki1251
Austronesian,taki1252
Austronesian,taki1253
Austronesian,tako1237
Atlantic-Congo,takp1245
Bookkeeping,takp1246
Austroasiatic,taku1254
Atlantic-Congo,taku1255
Atlantic-Congo,taku1256
Austronesian,taku1257
Austronesian,taku1258
Atlantic-Congo,takw1238
Austroasiatic,tala1278
Turkic,tala1279
Atlantic-Congo,tala1280
Atlantic-Congo,tala1281
Kadugli-Krongo,tala1282
Austronesian,tala1283
Austronesian,tala1284
Austronesian,tala1285
Austronesian,tala1286
Austronesian,tala1287
North Halmahera,tala1288
Afro-Asiatic,tala1295
Afro-Asiatic,tala1296
Atlantic-Congo,tale1239
Austroasiatic,tali1257
Atlantic-Congo,tali1258
Austronesian,tali1259
Austronesian,tali1260
Austronesian,tali1261
Austronesian,tali1262
Austronesian,tali1263
Afro-Asiatic,tali1264
NA,tall1235
Dajuic,tall1245
Afro-Asiatic,tall1250
Afro-Asiatic,tall1254
Atlantic-Congo,taln1239
Narrow Talodi,talo1250
Austronesian,talo1251
Austronesian,talo1252
Artificial Language,talo1253
Sino-Tibetan,talu1238
Austronesian,talu1239
Indo-European,talv1234
Indo-European,taly1247
Austroasiatic,tama1324
Sino-Tibetan,tama1326
Sino-Tibetan,tama1327
Sino-Tibetan,tama1328
NA,tama1329
Tamaic,tama1330
Tamaic,tama1331
Tamaic,tama1332
Austronesian,tama1333
Austronesian,tama1334
Austronesian,tama1335
Kayagaric,tama1336
Japonic,tama1337
Cariban,tama1338
Otomanguean,tama1339
Tucanoan,tama1340
Afro-Asiatic,tama1365
Sino-Tibetan,tama1367
Tamaic,tama1368
Atlantic-Congo,tamb1252
Austronesian,tamb1253
Austronesian,tamb1254
Austronesian,tamb1255
Austronesian,tamb1256
NA,tamb1257
Tupian,tamb1258
Afro-Asiatic,tamb1267
Afro-Asiatic,tamb1268
Pahoturi,tame1238
Afro-Asiatic,tame1243
Austronesian,tamh1237
Indo-European,tami1283
Dravidian,tami1289
Austronesian,tami1290
Dravidian,tami1291
Dravidian,tami1292
Dravidian,tami1293
Dravidian,tami1294
Dravidian,tami1297
Dravidian,tami1298
Dravidian,tami1299
Dravidian,tami1300
Sino-Tibetan,tamk1238
Afro-Asiatic,tamk1242
Nuclear Trans New Guinea,tamn1235
Lower Sepik-Ramu,tamo1242
Austroasiatic,tamp1251
Atlantic-Congo,tamp1252
Austronesian,tamp1253
Austronesian,tamp1254
Guahiboan,tamp1255
Sino-Tibetan,tams1238
Austroasiatic,tamu1245
Sino-Tibetan,tamu1246
Mayan,tamu1247
Sino-Tibetan,tana1278
Central Sudanic,tana1279
Austronesian,tana1280
Austronesian,tana1281
Austronesian,tana1282
Austronesian,tana1283
Austronesian,tana1284
Austronesian,tana1285
Austronesian,tana1286
Austronesian,tana1287
NA,tana1288
Athabaskan-Eyak-Tlingit,tana1289
Athabaskan-Eyak-Tlingit,tana1290
Quechuan,tana1291
Afro-Asiatic,tana1297
Atlantic-Congo,tand1251
Atlantic-Congo,tand1252
Austronesian,tand1253
Austronesian,tand1254
Austronesian,tand1255
Austronesian,tand1256
Austronesian,tand1257
Austronesian,tand1258
Austronesian,tane1237
Indo-European,tang1330
Indo-European,tang1331
Sino-Tibetan,tang1332
Sino-Tibetan,tang1333
Sino-Tibetan,tang1334
Sino-Tibetan,tang1335
Sino-Tibetan,tang1336
Sino-Tibetan,tang1338
Sino-Tibetan,tang1339
NA,tang1340
Atlantic-Congo,tang1341
Atlantic-Congo,tang1342
Atlantic-Congo,tang1343
Atlantic-Congo,tang1344
Atlantic-Congo,tang1345
Mande,tang1346
Austronesian,tang1347
Austronesian,tang1348
Austronesian,tang1350
Timor-Alor-Pantar,tang1351
Timor-Alor-Pantar,tang1352
Nuclear Trans New Guinea,tang1353
Lower Sepik-Ramu,tang1354
Lower Sepik-Ramu,tang1355
Lower Sepik-Ramu,tang1356
Japonic,tang1357
Afro-Asiatic,tang1366
Afro-Asiatic,tang1367
Afro-Asiatic,tang1371
Sino-Tibetan,tang1372
Sino-Tibetan,tang1373
Bookkeeping,tang1374
Lower Sepik-Ramu,tang1375
Nuclear Trans New Guinea,tang1376
Sino-Tibetan,tang1377
Afro-Asiatic,tang1378
Sino-Tibetan,tang1379
Sino-Tibetan,tang1380
Pama-Nyungan,tang1381
Austronesian,tani1255
Austronesian,tani1256
Tucanoan,tani1257
Tucanoan,tani1258
Sino-Tibetan,tani1259
Austroasiatic,tanj1246
Atlantic-Congo,tanj1247
Bookkeeping,tanj1248
Austronesian,tanj1249
Austronesian,tanj1250
Mande,tank1238
Sino-Tibetan,tank1239
Austronesian,tann1242
Austronesian,tano1245
Austronesian,tano1246
Atlantic-Congo,tano1248
Unclassifiable,tanp1235
Sign Language,tanz1238
Sino-Tibetan,taob1238
Austroasiatic,taoi1247
Austronesian,taok1237
Atlantic-Congo,taol1236
Atlantic-Congo,taoo1239
Sino-Tibetan,taop1238
Kiowa-Tanoan,taos1236
Kiowa-Tanoan,taos1246
Sino-Tibetan,taoy1234
Abkhaz-Adyge,tapa1256
Austronesian,tapa1257
Austronesian,tapa1258
Austronesian,tapa1259
Mixe-Zoque,tapa1260
Unclassifiable,tapa1261
Otomaco-Taparita,tapa1262
Bookkeeping,tape1236
Arafundi,tape1242
Austronesian,tapi1252
Tupian,tapi1253
Tupian,tapi1254
Sino-Tibetan,tapl1238
Sino-Tibetan,tapn1238
Dravidian,tapp1239
Austronesian,tapp1240
Austronesian,tapu1238
Ainu,tara1248
Unclassifiable,tara1303
Turkic,tara1312
Sino-Tibetan,tara1313
Atlantic-Congo,tara1314
Austronesian,tara1315
Austronesian,tara1316
Austronesian,tara1317
Austronesian,tara1318
Japonic,tara1319
Uto-Aztecan,tara1321
NA,tara1323
Cariban,tara1324
Atlantic-Congo,tara1325
Uto-Aztecan,tara1326
Bookkeeping,tare1239
Indo-European,tari1254
Lakes Plain,tari1255
Arawakan,tari1256
Afro-Asiatic,tari1263
Afro-Asiatic,tari1264
Turkic,tari1267
Turkic,tari1268
Saharan,tarj1235
South Bird's Head Family,taro1259
Indo-European,taro1260
Sino-Tibetan,taro1261
Atlantic-Congo,taro1263
Austronesian,taro1264
Atlantic-Congo,taro1265
Atlantic-Congo,taro1266
Indo-European,taro1267
Austronesian,tarp1240
Bookkeeping,tarp1241
Unclassifiable,tart1237
NA,taru1236
Nuclear Trans New Guinea,tary1239
Songhay,tasa1240
Austronesian,tasa1241
Sino-Tibetan,tase1235
Austronesian,tasi1237
Austronesian,tasm1246
Bookkeeping,tasm1247
Turkic,tata1255
Austronesian,tata1256
Austronesian,tata1257
Otomanguean,tata1258
Eastern Trans-Fly,tate1244
Indo-European,tati1242
Indo-European,tati1243
Indo-European,tati1244
Nilotic,tato1241
Atlantic-Congo,tatt1243
Tucanoan,tatu1247
Goilalan,taua1242
NA,taul1250
Taulil-Butam,taul1251
Cariban,taul1252
Austronesian,taum1237
Sino-Tibetan,taun1248
Atlantic-Congo,taun1249
Austronesian,taun1250
Nuclear Trans New Guinea,taun1251
Austronesian,taup1241
Austronesian,taup1242
Austronesian,taup1243
Cariban,taur1239
Austronesian,taus1251
Lakes Plain,taus1252
NA,taus1253
Austronesian,taut1234
Sepik,tauu1239
Nuclear Trans New Guinea,tauy1241
Atlantic-Congo,tava1240
Austronesian,tava1241
Atlantic-Congo,tave1240
Austronesian,tave1241
Atlantic-Congo,tavh1238
Sino-Tibetan,tavo1241
Sino-Tibetan,tavo1242
Mixed Language,tavr1235
Atlantic-Congo,tawa1269
Atlantic-Congo,tawa1270
Atlantic-Congo,tawa1271
Atlantic-Congo,tawa1272
Atlantic-Congo,tawa1273
Austronesian,tawa1274
Austronesian,tawa1275
Austronesian,tawa1276
Caddoan,tawa1277
Nambiquaran,tawa1278
Afro-Asiatic,tawa1286
Afro-Asiatic,tawa1287
Afro-Asiatic,tawa1288
Bookkeeping,tawa1289
Timucua,tawa1290
Unattested,tawe1235
Misumalpan,tawi1239
Austronesian,tawo1243
Lakes Plain,tawo1244
Sino-Tibetan,tawr1235
Atlantic-Congo,taya1251
Austronesian,taya1252
Austronesian,taya1253
Nuclear Trans New Guinea,taya1254
Nuclear Trans New Guinea,taya1255
Unattested,taya1256
Afro-Asiatic,taya1257
Atlantic-Congo,taya1258
Pidgin,tayb1240
Tai-Kadai,tayb1242
Tai-Kadai,tayk1238
Tai-Kadai,taym1239
Afro-Asiatic,taym1240
Indo-European,tayo1238
Tai-Kadai,tays1238
Tai-Kadai,tayt1241
Tai-Kadai,tayt1242
Tai-Kadai,tayy1238
Sino-Tibetan,tazh1234
Afro-Asiatic,tazn1238
Uralic,tazz1244
Indo-European,tbil1238
Austronesian,tbol1240
Austronesian,tbol1241
Atlantic-Congo,tcha1240
Afro-Asiatic,tcha1244
Atlantic-Congo,tchi1244
Atlantic-Congo,tchi1245
Atlantic-Congo,tchi1246
Afro-Asiatic,tchi1253
Atlantic-Congo,tchu1241
Austronesian,tean1237
NA,tebe1251
Teberan,tebe1252
Saharan,tebu1238
Dogon,tebu1239
Sign Language,tebu1240
Totonacan,tecp1235
Saharan,teda1241
Sino-Tibetan,tedi1235
Mande,teed1234
Atlantic-Congo,teee1241
Atlantic-Congo,teee1242
Atlantic-Congo,teen1241
Atlantic-Congo,teen1242
Atlantic-Congo,teer1238
Geelvink Bay,tefa1238
Rashad,tega1236
Austronesian,tega1246
Atlantic-Congo,tege1243
West Bird's Head,tehi1237
West Bird's Head,tehi1239
Indo-European,tehr1242
Indo-European,tehr1243
Chonan,tehu1242
Uto-Aztecan,tehu1243
Uto-Aztecan,tehu1244
Indo-European,teim1238
Timor-Alor-Pantar,teiw1235
Timor-Alor-Pantar,teiw1236
Atlantic-Congo,teix1238
Otomanguean,teja1235
Turkic,teke1272
Atlantic-Congo,teke1274
Atlantic-Congo,teke1275
Atlantic-Congo,teke1276
Atlantic-Congo,teke1277
Atlantic-Congo,teke1278
Bookkeeping,teke1279
Atlantic-Congo,teke1280
Atlantic-Congo,teke1281
Austronesian,teke1282
Atlantic-Congo,teke1283
Mayan,tekt1235
Dravidian,tela1240
Austronesian,tela1241
Austronesian,tele1255
Nuclear Trans New Guinea,tele1256
Indo-European,teli1241
Chibchan,teli1245
Afro-Asiatic,telk1238
Austroasiatic,telo1238
Dravidian,telu1262
Austronesian,telu1263
North Halmahera,telu1264
Dravidian,telu1265
Sino-Tibetan,telz1238
Saharan,tema1238
Uto-Aztecan,tema1239
Afro-Asiatic,tema1243
Afro-Asiatic,tema1244
Austroasiatic,temb1269
Atlantic-Congo,temb1270
Atlantic-Congo,temb1271
Atlantic-Congo,temb1272
Austronesian,temb1273
Nuclear Trans New Guinea,temb1274
Tupian,temb1275
Tupian,temb1276
Tupian,temb1277
Unclassifiable,temb1278
Tupian,temb1279
Tupian,temb1280
Tupian,temb1281
Atlantic-Congo,temc1234
NA,teme1251
Atlantic-Congo,teme1252
Austroasiatic,temi1246
Atlantic-Congo,temi1247
Tupian,temi1248
Atlantic-Congo,temm1241
Atlantic-Congo,temn1245
Austroasiatic,temo1243
Austronesian,temo1244
Otomanguean,temo1245
Austronesian,temp1235
Afro-Asiatic,tems1234
Austronesian,temu1239
Mayan,tena1239
Quechuan,tena1240
Otomanguean,tena1241
Atlantic-Congo,tend1239
Atlantic-Congo,tene1246
Mande,tene1247
Dogon,tene1248
Sino-Tibetan,teng1262
Atlantic-Congo,teng1263
Atlantic-Congo,teng1264
Atlantic-Congo,teng1265
Dogon,teng1266
Austronesian,teng1267
Austronesian,teng1268
Austronesian,teng1269
Austronesian,teng1270
Austronesian,teng1271
Austronesian,teng1272
Sino-Tibetan,teng1273
Tupian,tenh1241
Sahaptian,teni1238
Austronesian,teni1244
Tai-Kadai,tenn1245
Surmic,tenn1246
Dogon,tenu1234
Sino-Tibetan,teny1242
Atlantic-Congo,teny1243
Otomanguean,teoj1234
Austronesian,teop1238
Austronesian,teor1239
Austronesian,teor1240
Otomanguean,teot1238
Otomanguean,teoz1234
Totonacan,tepe1243
Sentanic,tepe1277
Uto-Aztecan,tepe1278
Otomanguean,tepe1279
Otomanguean,tepe1280
Uto-Aztecan,tepe1281
Uto-Aztecan,tepi1240
Otomanguean,tepi1241
Atlantic-Congo,tepo1239
Atlantic-Congo,tepo1240
Atlantic-Congo,tepo1241
Atlantic-Congo,tepp1235
Turkic,tept1239
NA,tequ1244
Tequistlatecan,tequ1245
Afro-Asiatic,tera1251
Austroasiatic,tere1272
Turkic,tere1273
Atlantic-Congo,tere1274
Central Sudanic,tere1275
Austronesian,tere1276
Timor-Alor-Pantar,tere1277
South Bougainville,tere1278
Arawakan,tere1279
Arawakan,tere1281
Afro-Asiatic,terg1238
Atlantic-Congo,teri1243
Nilotic,teri1244
Chibchan,teri1250
Austronesian,term1237
North Halmahera,tern1246
North Halmahera,tern1247
Indo-European,tern1248
Indo-European,tern1253
Atlantic-Congo,terr1239
Uralic,ters1235
Indo-European,ters1236
Austronesian,teru1237
Austronesian,tesa1236
Temeinic,tese1238
Afro-Asiatic,tesh1239
Nilotic,teso1247
Nilotic,teso1248
Nilotic,teso1249
Atlantic-Congo,tesu1244
Kiowa-Tanoan,tesu1245
Sino-Tibetan,teta1238
Atlantic-Congo,tete1250
Uto-Aztecan,tete1251
Bookkeeping,tete1252
Atlantic-Congo,tete1254
Indo-European,teto1234
Afro-Asiatic,tets1235
Austronesian,tetu1244
Austronesian,tetu1245
Austronesian,tetu1246
Austronesian,teud1237
Tupian,teui1238
Austronesian,teun1241
Austronesian,teun1242
Chonan,teus1236
Otomanguean,teut1235
Turkic,tevr1238
Austronesian,tewa1259
Kiowa-Tanoan,tewa1260
Kiowa-Tanoan,tewa1261
Atlantic-Congo,tewe1238
Indo-European,texa1234
Otomanguean,texc1235
Mixe-Zoque,texi1237
Otomanguean,texm1235
Otomanguean,tezo1238
Otomanguean,tezo1239
Tungusic,tezz1239
Austronesian,tfue1237
Indo-European,tgbc1234
Atlantic-Congo,thaa1239
Sino-Tibetan,thab1238
Dravidian,thac1235
Sino-Tibetan,thad1238
Sino-Tibetan,thad1239
Atlantic-Congo,thag1240
Sign Language,thai1240
Tai-Kadai,thai1259
Tai-Kadai,thai1260
Tai-Kadai,thai1261
Indo-European,thak1243
Sino-Tibetan,thak1244
Sino-Tibetan,thak1245
Indo-European,thal1241
Indo-European,thal1242
Pama-Nyungan,thal1243
Austroasiatic,than1254
Sino-Tibetan,than1255
Sino-Tibetan,than1256
Sino-Tibetan,than1257
Sino-Tibetan,than1258
Sino-Tibetan,than1259
Austronesian,thao1240
Indo-European,thar1276
Indo-European,thar1277
Indo-European,thar1278
Indo-European,thar1280
Indo-European,thar1281
Indo-European,thar1282
Atlantic-Congo,thar1283
Indo-European,thar1284
Pama-Nyungan,thaw1238
Sino-Tibetan,thay1247
Pama-Nyungan,thay1248
Pama-Nyungan,thay1249
Pama-Nyungan,thay1250
Sino-Tibetan,theb1237
Austroasiatic,thee1239
Bookkeeping,thee1240
Atlantic-Congo,them1241
Sino-Tibetan,them1242
Tai-Kadai,then1235
Nilotic,thia1238
Pama-Nyungan,thii1234
Atlantic-Congo,thla1238
Nilotic,thog1238
Nilotic,thoi1238
Salishan,thom1243
Austroasiatic,thoo1240
Sino-Tibetan,thop1235
Sino-Tibetan,thop1236
Indo-European,thra1248
Indo-European,thra1249
Indo-European,thra1250
Austronesian,thre1238
Austronesian,thua1237
Bookkeeping,thud1238
Sino-Tibetan,thui1238
Sino-Tibetan,thuk1239
Sino-Tibetan,thul1246
Bookkeeping,thul1247
Indo-European,thur1252
Pama-Nyungan,thur1253
Pama-Nyungan,thur1254
Nilotic,thur1255
Atlantic-Congo,tiaa1238
Atlantic-Congo,tiag1235
Austronesian,tial1239
Austronesian,tial1240
Austronesian,tial1241
Austronesian,tian1237
Sino-Tibetan,tian1238
Sino-Tibetan,tiao1238
Atlantic-Congo,tiap1238
Nuclear Trans New Guinea,tiau1238
Timor-Alor-Pantar,tiay1238
Atlantic-Congo,tiba1234
Sino-Tibetan,tibe1272
Atlantic-Congo,tibe1274
Sino-Tibetan,tibe1275
Sino-Tibetan,tibe1276
Sign Language,tibe1277
Austronesian,tibi1237
Mande,tibo1240
Nuclear Trans New Guinea,tibo1242
Nuclear Trans New Guinea,tibo1243
Sino-Tibetan,tich1238
Indo-European,tici1238
NA,ticu1244
Ticuna-Yuri,ticu1245
Otomanguean,tida1235
Afro-Asiatic,tidi1241
Afro-Asiatic,tidi1242
North Halmahera,tido1248
Austronesian,tidu1238
Austronesian,tidu1239
Central Sudanic,tiee1238
Atlantic-Congo,tief1242
Atlantic-Congo,tief1243
Atlantic-Congo,tief1244
Mande,tiem1235
Atlantic-Congo,tien1242
Atlantic-Congo,tien1243
Mande,tiey1235
Nuclear Trans New Guinea,tifa1245
Dravidian,tiga1243
Atlantic-Congo,tiga1244
Austronesian,tiga1245
Atlantic-Congo,tige1238
Atlantic-Congo,tigl1238
Atlantic-Congo,tigo1236
Indo-European,tigr1251
Kunama,tigr1252
Quechuan,tigr1253
Guahiboan,tigr1254
Afro-Asiatic,tigr1270
Afro-Asiatic,tigr1271
Afro-Asiatic,tigr1275
Afro-Asiatic,tigr1276
Afro-Asiatic,tigr1277
Austronesian,tigw1237
Atlantic-Congo,tiho1238
Atlantic-Congo,tiii1240
Austronesian,tiii1241
Atlantic-Congo,tiit1238
Otomanguean,tija1235
Bookkeeping,tiju1234
Kunama,tika1245
Atlantic-Congo,tika1246
Sino-Tibetan,tikh1241
Sino-Tibetan,tikh1243
Austronesian,tiko1237
Austronesian,tila1238
Otomanguean,tila1239
Atlantic-Congo,till1253
Salishan,till1254
Otomanguean,tilq1235
Sino-Tibetan,tilu1238
Katla-Tima,tima1241
Nuclear Trans New Guinea,timb1251
Nuclear Trans New Guinea,timb1252
Nuclear-Macro-Je,timb1253
Nuclear-Macro-Je,timb1254
Afro-Asiatic,timb1262
Afro-Asiatic,timb1263
Nuclear Trans New Guinea,timb1264
Nuclear Torricelli,timi1241
Atlantic-Congo,timn1235
NA,timo1237
Indo-European,timo1258
Austronesian,timo1259
Austronesian,timo1260
NA,timo1261
Indo-European,timo1262
